user_story,final_label
"As a Publisher, I want to be able to provide a visualization of data in the Data Package, so that I can provide my analysis and show my work to users of the data.",Usability
"As a repository manager, I want to know if the checksum for any of my repository's content files that have changed.",Security
"""As a developer, I want to be able to use the API in Python, so that I can use the API in my Python projects. """,Compatibility
"As an data user, I want to receive updates to FABS records.",Functional
"As a Broker user, I want to help create content mockups, so that I can submit my data efficiently.",Functional
As a Solid user I want to be able to sign up for an online identification with webid so that I can identify myself online,Functional
"""As a camp administrator, I want to have the ability to generate reports of camper arrivals and departures, so that I can use this information to determine if we are at capacity. """,Functional
"As a Publisher, I want to create a data package in the UI so that it is available and published.",Functional
"As an admin, I want to prefilter nudity content.",Functional
"""As a user, I want to view all available datasets in a list. """,Functional
"As an archivist, I want to access inventories for unprocessed collections, so that I can provide reference services to donors.",Usability
"As a hydrator user, I want to ensure that all dataset instances created by apps are available as sinks and sources for pipelines.",Reliability
"""As a user, I want to import data from a CSV file.  """,Compatibility
"""As a user, I want to be able to view all files in a collection and see their metadata in one list.  """,Performance
"As a Cornell faculty member, I want to create a collection for my documents, or my organization's documents, and apply some distinctive branding to that collection, so that I can promote my work, or that of my organization.",Usability
"As a camp administrator, I want to be able to modify tasks/events I scheduled in case there is a change, so that I can always keep the schedule up to date.",Maintainability
"As an UnivITservice, I want to integrate the archive with existing university systems such as LDAP, so that the cost of administering the system can be kept low.",Compatibility
"As a donor representative, I want to see thumbnails of images, so that I can select which one I want.",Usability
"""As a user, I want to have a fast way to do a search by name, so that I can quickly find an experiment.  """,Performance
"""As a user, I want to have the ability to restrict access to specific data in the repository. """,Security
"""As an OlderPerson, I want to have ALFRED to help me to find the nearest park to me. """,Functional
"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.",Usability
"As an NSF member of the team, I want to have a place where I can access all the related reports and documentation, so that I can refer to it easily now and in the future.",Usability
"As a authenticateduser, I want to See a payment page to pay for my individual sponsorships as the third step of the registration process so that pay for my sponsorship.",Functional
"""As a user, I want to view a video file, so that that I can view the video file.   """,Performance
"As a broker team member, I want to make some updates to the SQL codes for clarity.",Maintainability
"""As an app developer, I want to deploy the app on a new version of the platform, so that I can continue to use the app.  """,Portability
As a Solid user I want to update my data so that I have an accurate record,Maintainability
"""As a user, I want to search for and view images by location.  """,Usability
"As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's breathing frequency.",Functional
"""As a Developer, I want to be able to use the same code across multiple environments.  """,Portability
"""As a user, I want to have a tool to help me to determine how many hours I spend on a specific task. """,Functional
"As an OlderPerson, I want to use ALFRED to do my grocery shopping.",Functional
"As a participant, I want to scroll back through the stories and estimates from prior rounds, so that I can use this information when I estimate the item of the current round.",Usability
"""As an OlderPerson, I want to use ALFRED with my Android tablet. """,Compatibility
"As a user researcher, I want to begin identifying interview participants, so that I can understand what educators and science influencers need from a future nsf.gov website.",Usability
"As a Publisher, I want to sign up for an account, so that that I can publish my data package to the registry and to have a publisher account to publish my data package under.",Functional
"As a site visitor, I want to do a full-text search of article body, title, and author name, so that I can find what I want.",Functional
"As an OlderPerson, I want to see my vital parameters myself on the phone.",Usability
"As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations.",Performance
"""As a user, I want to view the results of my search as they are generated.  """,Performance
"As a repository manager, I want to indicate that a name pertinent to a collection, object, or object component has a specific role, such as illustrator, photographer, etc.",Functional
"""As a user, I want to have a single interface that can be used across multiple platforms, including web, mobile and tablet.  """,Portability
"As an admin, I want to add recycling center information, so that I can keep the database up-to-date over time.",Maintainability
"""As a user, I want to ensure that I can access a dataset even if the server hosting it goes down.  """,Reliability
"As an OlderPerson, I want to get suggestions for sports classes in my neighbourhood.",Functional
"As a library staff member, I want to have customizable metadata fields, so that each project is described in the most accurate way possible.",Functional
"As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.",Usability
"""As a user, I want to be able to download a dataset in a timely manner.  """,Performance
"""As an app developer, I want to be able to secure my app with a username and password.  """,Security
"As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.",Usability
"As a user, I want to know for an object or its component parts the place of publication, the publisher, etc.",Functional
"""As a researcher, I want to access a dataset in seconds, so that I can get on with my work.  """,Performance
"""As a user, I want to have the file to be downloaded as soon as possible.  """,Performance
"""As a researcher, I want to use a tool that works with Solid, so that I can use Solid.  """,Compatibility
"""As a user, I want to easily download data files to my local computer, so that I can work on my own without having to be connected to the internet. """,Portability
"""As a user, I want to be able to download a file and be sure that the file is not corrupted.  """,Reliability
"""As a Developer, I want to modify the repository schema, so that I can change the schema of the repository.  """,Maintainability
"As an admin, I want to automatically validated the ingested contents for copyright infringement.",Security
"""As a user, I want to be able to search for a single file in a collection.  """,Performance
"""As an OlderPerson, I want to use ALFRED with a tablet.  """,Portability
"As a user, I want to have the system to also forward important news items to an external mailing list.",Functional
"""As a user, I want to have the pipeline run faster, so that I can get to the results sooner.  """,Performance
"As a site visitor, I want to access old news that is no longer on the home page, so that I can access things I remember from the past or that others mention to me.",Functional
"As a site admin, I want to stop publishing jobs on the site 30 days after being posted, so that jobs that may have been filled aren't still listed when the hiring party forgets to come back and delete the ad.",Functional
"As a researcher, I want to see the sections on costing by other researchers in my department, so that I can see if we could share data manager posts.",Usability
"""As a Developer , I want to be able to use a specific library or framework in my application. """,Compatibility
"As an IT staff member, I want to know which kind of data types will be produced or collected, so that I can determine what basic support services and functionalities are required.",Functional
"""As a Developer , I want to create a new dataset.  """,Functional
"As a data curator, I want to upload a new version of an item that has changed, while still allowing old versions to be accessed.",Functional
"""As a user, I want to have the ability to import data from other formats.  """,Maintainability
"""As an archivist, I want to search by date.  """,Usability
"As a researcher, I want to see descriptive metadata for the item whether I come to the item through the repository or directly to the PDF, so that I can correctly identify the source of the content.",Usability
"As a collection owner, I want to have submitters to my collection to be unable to modify existing items in that collection.",Security
"""As a user, I want to be able to download the data in a specific format. """,Portability
"As a ResearcherDeveloper, would like the ability import/export from MS-SQL, so that I can use Data Packages in workflows that involve MS-SQL.",Compatibility
"As a administrator, I want to refund sponsorship money that was processed via stripe, so that people get their monies back.",Functional
"""As a user, I want to have the ability to export my data to a CSV file.  """,Portability
"""As a user, I want to be able to select a specific dataset I want to download. """,Usability
"As a site administrator, I want to understand how other similar organizations are handling visual design, so that I can make informed decisions about what appears to work well and what doesn't.",Usability
As a user I want to easily upload files into my pod,Usability
"As a user, I want to have a visual way of viewing particular files uploaded over a time period.",Usability
"As an app developer, I want to ensure that all dataset instances created by Hydrator pipelines are accessible to the app.",Compatibility
"As a Publisher, I want to preview a datapackage I have prepared, so that that I can check it works and share the results.",Usability
"As an admin, I want to prefilter the content using search on high-level asset information such as metadata and tags either recognized by the system of provided by the user.",Functional
"As an IT staff member, I want to know with which software or technology the data is produced or used, so that I can determine what kind of technical services and functionalities are required.",Compatibility
"""As a user, I want to have a FABS file that can be used to create a FABS object.  """,Portability
"""As a user, I want to update a dataset's metadata, so that it is consistent with the current state of the dataset.  """,Maintainability
"""As a developer, I want to be able to change the data model of the data stored in a repository.  """,Maintainability
"As a data manager, I want to have references to documentation of the data and its creation process, so that the data can be re-used and managed.",Maintainability
"As a user researcher, I want to test the user research plan, so that I make sure the in-person interviews are effective and capturing the right information.",Maintainability
"As an OlderPerson, I want to be able to see my training Performance.",Functional
"""As an OlderPerson, I want to have ALFRED to tell me about the weather.  """,Functional
"""As a developer, I want to have a simple way to update a dataset instance.  """,Maintainability
"As a faculty member, I want to easily collect my publications -- both those within the repository and without -- into a single online access point, so that I can raise the profile of my work.",Usability
"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.",Functional
"""As a user, I want to be able to read a data package in the web browser.  """,Portability
"As a researcher, I want to discover items in the repository through the library's discovery system and Google, so that I can facilitate my easy use of the content.",Usability
"As an OlderPerson, I want to be able to see whether I already have taken my pills, so that I can avoid an overdose.",Usability
"""As a developer, I want to know which version of the API I am using.  """,Functional
"As a plugin developer, I want to use a custom dataset type that was deployed independently or as part of an app inside the plugin.",Functional
"""As a Developer, I want to use the same data format as the API.  """,Compatibility
"As a Cornell faculty member, I want to search for the dissertations in the repository for which I have been a thesis committee member, to quickly find work by a former student.",Usability
"""As a user, I want to know what data the DAMS manager has, so that I can know what I can do with it.  """,Security
"""As a Developer, I want to update the code of the application.  """,Maintainability
"""As a user, I want to search for files by name, so that I can find the files I need. """,Usability
"""As a repository manager, I want to indicate the level of access given to an object.  """,Security
"As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.",Security
"As a data manager, I want to know whether the collected data depends on other data sets from my own or other institutions, so that I can ensure that these dependencies are maintained.",Maintainability
"""As a user, I want to be able to see the permissions of a dataset, so that I can know who can edit it. """,Security
"As a collection curator, I want to allow some collections the option of setting an embargo date at deposit.",Functional
"As a user, I want to revert to an older version of an uploaded file.",Maintainability
"As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.",Usability
"As an agency user, I want to leave off the last 4 digits of the ZIP without an error, so that I can complete my submissions.",Usability
"""As a user, I want to be able to use the application on a mobile device.  """,Portability
"""As a user, I want to use a pre-trained model, so that I can use the model faster.  """,Performance
"""As a user, I want to have the ability to use the app on my phone. """,Portability
"""As a developer, I want to be able to use the API with Ruby, so that I can use the API with my web application.  """,Compatibility
"""As a user, I want to have the ability to upload files to the server, so that I can share files with other users. """,Usability
"""As a researcher, I want to download a large dataset quickly.  """,Performance
"""As a user, I want to perform a full-text search of a dataset, so that I can quickly find a dataset based on its content.  """,Performance
"""As a user, I want to see the list of available datasets and the list of available instances of the dataset, so that I can select the one that best fits my needs. """,Usability
"As a Zooniverse admin, I want to automatically detect Plankton Portal images with no classifiable plankton in them.",Functional
"As an asset manager, I want to be assured that threats to copies in one repository are not automatically incurred by the redundant copies.",Reliability
"As a depositor, I want to mint DOIs for my data, so that it can be discovered and cited more easily and citations can be tracked so that I can receive credit.",Functional
"""As a user, I want to have an error message if the file I want to import does not exist.  """,Reliability
"As a Researcher, I want to be able to save new visualizations, so that I can share them with others or include them in the Data Package.",Functional
"""As a user, I want to have the ability to set permissions on a dataset, so that I can control who has access to it. """,Security
"As a DeveloperPublisher, I want a tool to create an embeddable data summary via iframe, so that I can embed data summaries across sites.",Functional
"As a lab member, I want to view events and equipment bookings within the group.",Usability
"As a Consumer, I want to see a publisher's profile, so that that I can discover their packages and get a sense of how active and good they are.",Usability
"""As a user, I want to be able to search for a specific person or entity in the database, so that I can find the relevant information. """,Usability
"As an OlderPerson, I want to buy ALFRED in a senior shop with special client support.",Usability
"""As a developer, I want to know the data that I am using, so that I can understand the data and use it in my application.  """,Security
"""As a developer, I want to have the ability to deploy my application in multiple environments. """,Portability
"""As a developer, I want to deploy my application in a new environment without any changes.  """,Portability
"""As a developer, I want to have a web-based interface to the dataset, so that I can use it in my web application. """,Compatibility
"As a repository manager, I want to view available versions of an object and restore a version from the staff interface.",Reliability
"""As a user, I want to be able to download the data as a CSV file. """,Portability
"As a developer, I want to know the fees the provider of the market place charges for using the platform.",Functional
"""As an archivist, I want to restrict access to an item to a specific group of people.  """,Security
"""As a user, I want to get a video file from the server, so that I can watch the video.  """,Performance
"As an Inspection Staff Supervisor, I want to Assign Inspections, so that I can make sure the appropriate Inspector receives the work.",Functional
"""As a developer, I want to have an easy way to log in, so that I can use the API.  """,Security
"As a Zooniverse admin, I want to know when I should educate a volunteer.",Usability
"As a DAMS manager, I want to know, via preservation managers, of any object for which integrity or authenticity is in question or that has been updated to a more current file format.",Security
"""As a Developer , I want to use a dataset in an application.  """,Compatibility
"""As a user, I want to have a fast and accurate search, so that I can find the file I want.  """,Performance
"""As a researcher, I want to have the ability to search within specific folders or files. """,Functional
"""As a user, I want to import data from a CSV file.  """,Compatibility
"As a user, I want to search and discover music by exploiting enriched metadata and image tags, so that I find related artists, new genre, or other relevant listening path.",Functional
"As a stakeholder, I want to know when the data management plan was created or updated, so that I know how up-to-date the plan is or whether it needs to be updated.",Maintainability
"As a camp administrator, I want to be able to set a reminders related to specific tasks that has to be done.",Functional
"""As a researcher, I want to have a simple way to share my data with other researchers, so that I can collaborate with others. """,Usability
"""As a user, I want to be able to download a large number of files at once.  """,Performance
"As a broker team member, I want to ensure the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1.",Functional
"As a team member, I want to see the first iteration of beta up on cloud.gov.",Functional
"""As a user, I want to have the ability to create a new dataset and add new files to it. """,Usability
"As a anonymoususer, I want to see a list of all the summits, so that I can determine which summit I might be interested and able to attend.",Usability
As a Solid user who is a child I want to be able to delete photos of me that my parents have published so that I can protect my personal image,Security
"As a UI designer, I want to redesign the Resources page, so that it matches the new Broker design styles.",Functional
"As an Applicant, I want to Submit Supporting Documentation, so that I can satisfy documentation requirements for my application.",Functional
"""As a user, I want to be able to search for files by name, so that I can easily find files that I am looking for. """,Functional
"""As a user, I want to have the ability to mark a dataset as private, so that only authorized users can access it. """,Security
"""As a user, I want to ensure that the repository is consistent and available.  """,Reliability
"As a Publisher, I want to be warned that a tag exists when I try to overwrite it, so that that I don't accidentally overwrite stable tagged data which is relied on by consumers.",Usability
"""As a user, I want to be able to access a dataset that I have been granted access to. """,Security
As a Solid user I want an explanation of what Solid is so that I understand why I need to signup for a webid and Pod,Usability
"""As a developer, I want to be able to easily integrate the data into my application.  """,Maintainability
"""As a developer, I want to ensure that the data I receive is consistent.  """,Reliability
"As an OlderPerson, I want to have an ALFRED device that repeats the last phrase.",Usability
"As an OlderPerson, I want to have the ALFRED shirt has to be non stigmatizing.",Usability
"""As a developer, I want to be able to easily upgrade my application to the latest version of the Fedora platform.  """,Maintainability
"""As an OlderPerson, I want to be able to control who has access to my data. """,Security
"""As an app developer, I want to deploy a new app version, so that I can update my users.  """,Portability
As a Solid User I want to be able to share my data with non Solid Users so that I am not dependent on other peoples use of Solid,Compatibility
"""As a Developer , I want to have a mechanism for handling the error of a file that cannot be loaded, so that I can continue to load files. """,Functional
"As a dataset developer, I want to have the option of implementing a migration procedure that can be run after an upgrade of a dataset instance to a new version of it type.",Maintainability
"As a DAMS manager, I want to know all the statutes pertinent to an object or object component.",Security
"""As a user, I want to have the ability to use my own data, so that I can use my own data.  """,Portability
"""As a user, I want to be able to search for files by name. """,Functional
"As an Archivist, I want to assign a component unique identifier to a Resource Component.",Usability
"As a repository manager, I want to describe each component as necessary, including title, date(s), language(s), and other facets.",Usability
"""As a developer, I want to integrate a dataset into an application using a simple API.  """,Compatibility
"As a site administrator, I want to understand how other similar organizations are handling content, so that I can make informed decisions about what appears to work well and what doesn't.",Usability
"""As a user, I want to have a high-quality video stream.  """,Performance
"As a developer, I want an online service that is connected to my data repository that validates data on update, so that I can delegate data validation to a third party.",Usability
"As a user, I want to enable explore for a dataset that was not configured for explore initially.",Functional
"""As a researcher, I want to see the full list of all the data sets in the repository.  """,Usability
"""As a user, I want to be able to search for specific files or types of files in the repository, so that I can find the file I need. """,Functional
"As a collection curator, I want to have my collection be encrypted with a key maintained on that server, a checksum made and stored of the encrypted file, and the encrypted file replicated to our remote storage site.",Security
"""As a developer, I want to ensure that the data is consistent across all instances of the application, so that I can provide consistent data to users. """,Reliability
"As a depositor, I want to track citations of my data, so that I can demonstrate the impact of my work",Functional
"""As a user, I want to ensure that the dataset is not modified by a user.  """,Reliability
"""As a user, I want to update a dataset instance.  """,Maintainability
"""As a user, I want to download large files, so that I can use them on my computer.  """,Performance
"""As a user, I want to have the video to start immediately after uploading it.  """,Performance
"""As a developer, I want to use the API with my own application.  """,Portability
"""As a user, I want to use my own data on my own machine.  """,Portability
"""As an archivist, I want to view a single file in a repository, so that I can see the file.  """,Portability
"As a Publisher, I want to publish a data package where its resource data is stored on my servers but the registry caches a copy of that data, so that that if my data is lost or gets broken I still have a copy people can use.",Reliability
"""As a user, I want to be able to use my own data formats.  """,Compatibility
"As an owner, I want to remove a user as an owner, so that they are just a member and no longer have full control.",Security
"As an archivist, I want to ensure that emails sent about specific objects contain accurate citation information, so that I can confirm which object is being referred to.",Reliability
"""As a user, I want to search for a specific file, so that I can find the file I am looking for. """,Usability
"""As a user, I want to have the server to be able to handle a large number of concurrent user requests.  """,Performance
"""As a user, I want to be able to access my data on a variety of devices. """,Portability
"As a anonymoususer, I want to register to speak at BADCamp, so that I submit a session.",Functional
"""As a researcher, I want to access data from other sources, so that I can share data with others. """,Compatibility
"""As a site visitor, I want to see a list of all the events on the site, so that I can quickly find an event I'm interested in. """,Usability
"""As an OlderPerson, I want to have ALFRED to tell me about the news of the day. 24/7. 365 days a year.   """,Usability
"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",Usability
"""As a researcher, I want to easily find the data I need.  """,Usability
"""As a developer, I want to use a single API to deploy an application, so that I can deploy an application without having to know about the underlying infrastructure. """,Maintainability
"As a researcher, I want to indicate within my electronic log book which experimental data is good/bad, hide the bad data, but still keep it in the system just in case it is useful in the future.",Usability
"As a repository manager, I want to know of any changes made to language(s) indicated for a collection, object, or object component.",Maintainability
"As a researcher, I want to have the ability to locate experiment files using meta data, regardless of where those files are located.",Functional
"As a team member, I want to have a high-level sense of the project timeline, so that I can plan my work.",Usability
"""As an Archivist, I want to search for files by file type.  """,Performance
"As an archivist, I want to distinguish between digital objects digitized to preservation standards and those created for access purposes only, so that I know whether I should apply preservation actions.",Maintainability
"As a researcher, I want to have the ability to insert Greek symbols into my logbook entries.",Functional
"As an archive, I want to get information about the volume of data to preserve at an early stage, so that I can provide the adequate storage infrastructure.",Performance
"""As a researcher, I want to have the ability to search and filter for specific types of data, so that I can find what I need quickly. """,Functional
"""As a user, I want to have the ability to create an account for a collection, so that I can use a collection as a collection.  """,Performance
"""As a repository manager, I want to have an easy way to create a new version of an object.  """,Maintainability
"As a developer, I want to have the ALFRED API to reduce the work to achieve my goals.",Usability
"""As a user, I want to access my data from different devices, so that I can access my data on the go.  """,Portability
"""As a repository manager, I want to know when a component of an object has been modified.  """,Maintainability
"""As an archivist, I want to know if a file is restricted.  """,Security
"""As a developer, I want to be able to use my existing web services, so that I don't have to duplicate my efforts.  """,Compatibility
"As a Publisher, I want to add useful metadata or add in new data columns to make the dataset more useful.",Functional
"As an assistant archivist, I want to easily access interdepartmental forms.",Usability
"As a UI designer, I want to move on to round 2 of DABS or FABS landing page edits, so that I can get approvals from leadership.",Usability
"""As a researcher, I want to know who is the data owner.  """,Security
"As an API User, I want to be able to understand if a user is a Publisher, So that I can offer functionality based on Dataset Publisher privileges.",Usability
"As a repository manager, I want to indicate any other rights pertinent to an object.",Security
As a Solid user I want to be able to identify myself online so that others can trust me in online interactions,Security
"""As a user, I want to be able to quickly navigate to the relevant data and view it.  """,Performance
"As a site member who has read a teaser on the front page, I want to read the entire article so that I can finish articles that appeal to me.",Usability
"As a Consumer, I want to know that the data I am downloading is good and can be relied on, so that that I don't have to check it myself or run into annoying bugs later on.",Reliability
"""As a user, I want to be able to upload large files.   """,Performance
"As a user, I want to have a spreadsheet hosted within the Neurohub Web page, so that I can edit and calculate costs collaboratively with others while working on the proposal.",Functional
"""As a user, I want to download my data in a format that I can use on my own computer. """,Portability
"As a Cornell faculty member, I want to upload a data file and put a CC-By or CC0 license on it, so that my licensing desires are clearly stated.",Security
"As a user, I want to associate together files involved in a experiment.",Functional
"As a depositor, I want to attach subject specific discoverability metadata to records, so that researchers in my discipline can find my data more easily.",Usability
"As a moderator, I want to change my account details, so that I can keep my account details up-to-date.",Maintainability
"""As a researcher, I want to search by resource type.  """,Functional
"""As a developer, I want to use the API in Python.  """,Compatibility
"As a user, I want to add donation centers as favorites on my profile, so that I can view them later.",Functional
"As an NSF employee, I want to narrow down the universe of CMS options and identify/prioritize key considerations for getting to the next step.",Functional
"As a Cornell faculty member, I want to easily find all the items in the repository that I have authored, by searching on my name (author name authority and/or identification issue), because I keeps my publications in the repository up-to-date and points people to the repository.",Functional
"""As a user, I want to know which data is public, so that I can make informed decisions about what I share. """,Security
"""As a user, I want to be able to search for videos by title.  """,Functional
"As a collection curator, I want users to contact me directly from the repository to request access to restricted objects.",Functional
"As a site visitor, I want to see a list of all upcoming Events, so that I can decide if I want to attend any.",Usability
"As a Developer , I want to be able to log better, so that I can troubleshoot issues with particular submissions and functions.",Maintainability
"As a team member, I want to have a platform that allows me to rapidly prototype HTML ideas.",Functional
"As a user, I want to be able to browse through the list of facilities and see which ones are environment-friendly, so that I can know for sure my waste is not going to leave a negative ecological footprint.",Usability
"""As a site member, I want to know what data is shared with whom. """,Security
"""As a developer, I want to have access to the repository code, so that I can modify the code to improve the functionality of the repository.  """,Maintainability
"As a Machine Learning expert, I would like to package ML datasets as data packages, so that I can easily import them into my ML platform, so that I can start using the data in doing analysis.",Portability
"As a moderator, I want to select an item to be estimated or re-estimated, so that the team sees that item and can estimate it.",Usability
"As a user, I want backend changes to support loading enum value lists from the database.",Functional
"""As a user, I want to have the ability to take a snapshot of my data and have the ability to share it with others. """,Portability
"""As a Developer, I want to be able to deploy my application in a cloud. """,Portability
"""As an OlderPerson, I want to have an ALFRED device that helps me to be more independent. """,Usability
"As a repository manager, I want to know, where pertinent, the hardware and software used to generate a content file.",Compatibility
"""As an administrator, I want to be able to set the minimum number of users required to be in a group, so that I can ensure that a group has enough people. """,Security
"As an OlderPerson, I want to have an ALFRED device that only listens to me when I ask it to.",Security
"""As a user, I want to be able to share my data with others, so that they can access it.  """,Security
"""As an OlderPerson, I want to have ALFRED on a tablet that I can take with me. """,Portability
"""As a developer, I want to update the Neurohub database schema.  """,Maintainability
"""As a user, I want to have the option to have my data encrypted. """,Security
"As a anonymoususer, I want to view a list of sponsors, so that I can thank all the awesome sponsors.",Usability
"""As a user, I want to access my data on my phone. """,Portability
"As an Archivist, I want to create and edit a Resource record.",Functional
"As a Publisher, I want to version my Data Package and keep multiple versions around including older versions, so that that I do not break consumer systems when I change my datapackage.",Maintainability
"As a site visitor, I want to view a course I can click on the trainer's name and be taken to the trainer's profile, so that I can read more about a trainer before registering for a course.",Usability
"""As a repository manager, I want to know about any changes made to a collection, object, or object component. """,Maintainability
"As a researcher, I want to secure remote access to the Neurohub node when working away from the laboratory",Security
"As an archivist, I want to batch edit metadata about files.",Functional
"""As a user, I want to have a consistent view of the data, so that I can trust the data. """,Reliability
"As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application.",Compatibility
"""As a user, I want to be able to update the schema of my data.  """,Maintainability
"""As a repository manager, I want to know the current status of a collection.  """,Maintainability
"""As a Developer , I want to be able to deploy my applications to other environments. """,Portability
"""As a user, I want to be able to search for specific content types.  """,Usability
"""As a researcher, I want to be able to find the relevant data sets. """,Functional
"As a Cornell faculty member, I want to see items I have deposited in the repository appear high up in Google search results, because that's my ticket to stardom.",Usability
"""As a user, I want to download a file from the web interface.  """,Portability
"""As a researcher, I want to know if a file is restricted.   """,Security
"As a camp administrator, I want to be able to schedule tasks/activities for a specific camp group, so that I can track each groups daily/weekly and monthly activities.",Functional
"As a data reuser, I want to examine and identify deposited files, so that I can make a preliminary assessment of usefulness without downloading the whole dataset.",Usability
"""As a user, I want to view and download a dataset's code. """,Functional
"""As a developer, I want to easily install and integrate the Solid app.  """,Maintainability
"As a faculty member, I want to upload my scholarly work to the repository, so that I can have a persistent URL that can be used for my personal web page and CV.",Functional
"As a Data Publishing User, I want to be able to delete a dataset I have published, So that I can remove unwanted data from OpenSpending.",Functional
"As an Archivist, I want to be able to understand that an error occurred during import and why it might have occurred.",Reliability
"As a researcher, I want to contact the author of a work that interests me, so that I can learn more about my research.",Usability
"As a camp administrator, I want to store campers' emergency information in a database, so that I can easily notify the necessary parties in case of an emergency.",Maintainability
"""As a user, I want to be able to filter the results of a search by date.  """,Usability
"""As a researcher, I want to be able to share my data via a link, so that I can share my data with others.  """,Compatibility
"""As a user, I want to be able to access a dataset's history of versions, so that I can see the history of changes to a dataset.  """,Performance
"""As an OlderPerson, I want to have a ALFRED device that is able to respond to my requests in a very short time.   """,Performance
"""As a researcher, I want to search for files based on file type, so that I can find the file I am looking for. """,Functional
"""As a researcher, I want to search for researchers by name, institution, or area of research. """,Functional
"""As a user, I want to know if a file is public or private.  """,Security
"As an agency user, I want a landing page to navigate to either FABS or DABS pages, so that I can access both sides of the site.",Usability
"""As an OlderPerson, I want to have ALFRED in my home.  """,Portability
"""As a user, I want to know which permissions are required to perform a specific action.  """,Security
"As an academicresearcher, I want to find the works of a particular author in one easily sortable spot, so that I can see the evolution of their scholarship over time.",Usability
"As a Developer, I want to add the GTAS window data to the database, so that I can ensure the site is locked down during the GTAS submission period.",Security
"As a researcher, I want to have the ability to search for files by file type and format.",Functional
"""As a user, I want to be able to use the data in a spreadsheet.  """,Compatibility
"""As a user, I want to upload large files, so that I can easily share large files with others.  """,Performance
"""As a user, I want to edit an existing dataset, so that I can make changes to an existing dataset. """,Maintainability
"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.",Usability
"""As a user, I want to get a video file from the server, so that I can watch the video.  """,Performance
"""As a user, I want to update the dataset type, so that I can update the type of a dataset.  """,Maintainability
"""As a user, I want to be able to modify the attributes of an object instance. """,Maintainability
"As a Cornell faculty member, I want to login remotely to the repository using Shibboleth, so that I can get remote access to Cornell campus-only content.",Security
"As a Bath Data Archive administrator, I want to import Bath data from an external data centre wholesale, so that Bath data holdings in external archives are not lost if they close down.",Compatibility
"""As a user, I want to search for a specific dataset, so that I can locate a specific dataset. """,Functional
"As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.",Usability
"""As a user, I want to have the file to be re-created if it was lost during the uploading process.  """,Reliability
"As a repository manager, I want to be able t run a report periodically showing the storage consumed by each financial contact.",Functional
"""As a user, I want to use the import tool to import a large dataset.  """,Performance
"As a parent, I want to be able to connect with the staff in case of an emergency.",Functional
"""As a user, I want to have the ability to edit the data in a dataset. """,Maintainability
"As a news reader, I need to manage my different filter bubbles.",Usability
"""As a user, I want to have the ability to edit the dataset type.  """,Maintainability
"""As a user, I want to be able to see the error message when I upload a file.  """,Reliability
"As a DAMS manager, I want to know all the uses for an object or object component that are permitted or restricted per the rights status of the object or object component.",Security
"As a depositor, I want to link datasets to publications in Opus, so that both my data and publications are more easily discovered.",Functional
"""As a developer, I want to create a dataset instance with a specific set of metadata. """,Functional
"""As a user, I want to get a data package into my working directory, so that I can start using it right away.  """,Performance
"""As a user, I want to import data from the SHARE repository. """,Compatibility
"As an OlderPerson, I want to receive visual support, especially when looking at a list, map or agenda.",Usability
"As a visitor, I want to see the embargo status and release date clearly displayed and perhaps highlighted in some way.",Usability
"As an OlderPerson, I want to have ALFRED ask spontaneous questions but it would be better to programme it during certain times of the day.",Usability
"As an Archivist, I want to associate a Subject record with a Resource description.",Functional
"As a data manager, I want to know how the data is used, so that I can develop more detailed usage and support scenarios with researchers.",Usability
"As a librarydiscoveryoperator, I want to harvest useful metadata from the repository via OAI, and continue to do so incrementally, so that I can make Cornell publications discoverable in my repository.",Usability
"""As an archivist, I want to view a collection record in a specific language. """,Portability
"As a Director of Research Integrity, I want to access reports containing details of research projects in which data are classified as sensitive or highly sensitive, so that I can confirm security protocols are applied to these data.",Security
"""As a developer, I want to easily create a new dataset.  """,Maintainability
"As a Staff member, I want to Perform a Completeness Review, so that I can validate when an application is complete and eligible for further technical review.",Functional
"""As a user, I want to be able to create a new dataset, so that I can create a new dataset.  """,Reliability
"""As a user, I want to have a log of all the events that have occurred in a dataset.  """,Reliability
"""As a user, I want to be able to update the status of a file.  """,Maintainability
"As a repository manager, I want to indicate any subject that is pertinent to the component.",Functional
